Date,Time,Time.Fraction,Site.Name,Chlorophyll.RFU,Chlorophyll.ugL,Conductivity.uscm,Depth.m,ODO.sat,ODO.mgL,Sal.psu,pH,Temp.C,Battery.V,Date.Time
6/2/21,17:21:20,0,Deployment Site,6.12,22.18,40254.8,2.223,148.2,12.5,33.83,8.31,13.548,2.86,6/2/21 17:21
6/2/21,17:26:20,0,Deployment Site,9.51,35.74,40267.1,2.225,149.1,12.58,33.83,8.32,13.569,2.85,6/2/21 17:26
6/2/21,17:31:20,0,Deployment Site,8.39,31.25,40254.5,2.22,149,12.57,33.83,8.32,13.556,2.84,6/2/21 17:31
6/2/21,17:36:20,0,Deployment Site,8.89,33.27,40254.8,2.222,149.4,12.61,33.83,8.32,13.556,2.84,6/2/21 17:36
6/2/21,17:41:20,0,Deployment Site,10.61,40.11,40267.2,2.22,149.8,12.64,33.83,8.32,13.566,2.83,6/2/21 17:41
6/2/21,17:46:20,0,Deployment Site,3.53,11.81,40239.5,2.222,149.5,12.62,33.83,8.32,13.536,2.82,6/2/21 17:46
6/2/21,17:51:20,0,Deployment Site,3.99,13.64,40199.8,2.221,148.9,12.58,33.83,8.31,13.494,2.81,6/2/21 17:51
6/2/21,17:56:20,0,Deployment Site,10.6,40.09,40247.4,2.222,149.4,12.61,33.83,8.32,13.541,2.81,6/2/21 17:56
6/2/21,18:01:20,0,Deployment Site,13.26,50.73,40309,2.226,150.2,12.66,33.83,8.32,13.605,2.8,6/2/21 18:01
6/2/21,18:06:20,0,Deployment Site,8.27,30.79,40275.5,2.225,150.3,12.68,33.83,8.32,13.573,2.8,6/2/21 18:06
6/2/21,18:11:20,0,Deployment Site,8.28,30.81,40295.9,2.22,150.2,12.66,33.83,8.32,13.597,2.79,6/2/21 18:11
6/2/21,18:16:20,0,Deployment Site,6.28,22.81,40331.1,2.221,150.7,12.69,33.83,8.33,13.631,2.78,6/2/21 18:16
6/2/21,18:21:20,0,Deployment Site,11.25,42.71,40327.3,2.224,151.1,12.73,33.83,8.33,13.631,2.78,6/2/21 18:21
6/2/21,18:26:20,0,Deployment Site,4.61,16.11,40363.6,2.227,151.4,12.75,33.82,8.33,13.677,2.77,6/2/21 18:26
6/2/21,18:31:20,0,Deployment Site,10.97,41.57,40239.4,2.227,150.3,12.68,33.83,8.32,13.543,2.77,6/2/21 18:31
6/2/21,18:36:20,0,Deployment Site,12.09,46.05,40219.2,2.222,150.2,12.68,33.83,8.32,13.514,2.76,6/2/21 18:36
6/2/21,18:41:20,0,Deployment Site,5.38,19.2,40219.3,2.226,150.7,12.72,33.83,8.32,13.517,2.75,6/2/21 18:41
6/2/21,18:46:20,0,Deployment Site,11.86,45.14,40109.3,2.226,148.4,12.56,33.83,8.31,13.395,2.74,6/2/21 18:46
6/2/21,18:51:20,0,Deployment Site,11.2,42.5,40080.7,2.226,147.8,12.52,33.83,8.31,13.366,2.74,6/2/21 18:51
6/2/21,18:56:20,0,Deployment Site,10.95,41.5,40074,2.228,147.6,12.5,33.83,8.3,13.357,2.73,6/2/21 18:56
6/2/21,19:01:20,0,Deployment Site,15.53,59.8,40053.5,2.227,147,12.46,33.84,8.3,13.327,2.74,6/2/21 19:01
6/2/21,19:06:20,0,Deployment Site,6.61,24.13,39997.9,2.229,146.1,12.39,33.83,8.29,13.277,2.74,6/2/21 19:06
6/2/21,19:11:20,0,Deployment Site,10.95,41.5,39991.9,2.227,145.6,12.36,33.84,8.29,13.264,2.76,6/2/21 19:11
6/2/21,19:16:20,0,Deployment Site,5.36,19.15,40069.1,2.228,148.1,12.55,33.83,8.31,13.351,2.76,6/2/21 19:16
6/2/21,19:21:20,0,Deployment Site,6.7,24.49,40033.2,2.23,147.3,12.49,33.83,8.3,13.315,2.76,6/2/21 19:21
6/2/21,19:26:20,0,Deployment Site,23.1,90.09,40066.9,2.229,147,12.45,33.83,8.31,13.354,2.78,6/2/21 19:26
6/2/21,19:31:20,0,Deployment Site,12.46,47.54,39931,2.229,142.7,12.13,33.84,8.28,13.198,2.77,6/2/21 19:31
6/2/21,19:36:20,0,Deployment Site,13.34,51.06,39880.9,2.23,141.3,12.02,33.85,8.28,13.135,2.77,6/2/21 19:36
6/2/21,19:41:20,0,Deployment Site,7.19,26.44,39815.1,2.23,140.3,11.95,33.85,8.27,13.064,2.76,6/2/21 19:41
6/2/21,19:46:20,0,Deployment Site,16.03,61.82,39886.9,2.23,140.8,11.98,33.85,8.28,13.139,2.76,6/2/21 19:46
6/2/21,19:51:20,0,Deployment Site,10.53,39.83,39921.7,2.23,143.1,12.16,33.84,8.29,13.184,2.77,6/2/21 19:51
6/2/21,19:56:20,0,Deployment Site,10.01,37.71,40120.6,2.231,146.8,12.43,33.85,8.31,13.393,2.78,6/2/21 19:56
6/2/21,20:01:20,0,Deployment Site,8.23,30.61,40374.9,2.232,149,12.54,33.82,8.33,13.687,2.78,6/2/21 20:01
6/2/21,20:06:20,0,Deployment Site,7.64,28.24,40286.4,2.23,147,12.4,33.84,8.32,13.578,2.77,6/2/21 20:06
6/2/21,20:11:20,0,Deployment Site,8.75,32.7,40269.1,2.23,147.5,12.44,33.83,8.32,13.57,2.77,6/2/21 20:11
6/2/21,20:16:20,0,Deployment Site,9.12,34.18,40242.3,2.231,146.6,12.37,33.83,8.32,13.541,2.79,6/2/21 20:16
6/2/21,20:21:20,0,Deployment Site,17.45,67.51,40343.5,2.233,146.7,12.35,33.81,8.32,13.668,2.79,6/2/21 20:21
6/2/21,20:26:20,0,Deployment Site,13.28,50.8,40093.9,2.232,145.5,12.32,33.85,8.31,13.364,2.78,6/2/21 20:26
6/2/21,20:31:20,0,Deployment Site,6.71,24.51,40121.4,2.233,144.9,12.26,33.84,8.31,13.396,2.79,6/2/21 20:31
6/2/21,20:36:20,0,Deployment Site,14.42,55.35,40042.9,2.234,143.9,12.2,33.84,8.3,13.315,2.78,6/2/21 20:36
6/2/21,20:41:20,0,Deployment Site,6.69,24.45,40047.5,2.235,143.7,12.18,33.85,8.3,13.309,2.8,6/2/21 20:41
6/2/21,20:46:20,0,Deployment Site,9.13,34.22,40012.1,2.236,143.8,12.2,33.85,8.3,13.269,2.78,6/2/21 20:46
6/2/21,20:51:20,0,Deployment Site,5.39,19.23,40074.7,2.239,145.1,12.29,33.84,8.3,13.347,2.78,6/2/21 20:51
6/2/21,20:56:20,0,Deployment Site,4.27,14.76,40147.3,2.24,145.8,12.33,33.84,8.31,13.43,2.79,6/2/21 20:56
6/2/21,21:01:20,0,Deployment Site,8.9,33.28,40167,2.241,146.7,12.4,33.83,8.32,13.466,2.8,6/2/21 21:01
6/2/21,21:06:20,0,Deployment Site,9.65,36.28,40144,2.243,146.7,12.41,33.84,8.32,13.42,2.79,6/2/21 21:06
6/2/21,21:11:20,0,Deployment Site,8.88,33.22,40129.7,2.244,147.7,12.5,33.83,8.32,13.421,2.8,6/2/21 21:11
6/2/21,21:16:20,0,Deployment Site,1.84,5.06,40030.2,2.245,146.1,12.39,33.84,8.31,13.307,2.79,6/2/21 21:16
6/2/21,21:21:20,0,Deployment Site,10.46,39.53,40210.7,2.245,148.8,12.57,33.87,8.33,13.46,2.8,6/2/21 21:21
6/2/21,21:26:20,0,Deployment Site,6.9,25.29,40236.3,2.247,150,12.66,33.83,8.33,13.533,2.8,6/2/21 21:26
6/2/21,21:31:20,0,Deployment Site,9.61,36.13,40264.8,2.248,150,12.65,33.84,8.33,13.553,2.79,6/2/21 21:31
6/2/21,21:36:20,0,Deployment Site,17.6,68.07,39882.2,2.249,142,12.08,33.86,8.29,13.128,2.8,6/2/21 21:36
6/2/21,21:41:20,0,Deployment Site,4.79,16.83,39763.6,2.25,138.9,11.85,33.87,8.27,12.991,2.78,6/2/21 21:41
6/2/21,21:46:20,0,Deployment Site,8.54,31.85,39948.5,2.249,142.1,12.07,33.85,8.3,13.21,2.8,6/2/21 21:46
6/2/21,21:51:20,0,Deployment Site,9.26,34.73,39999.6,2.252,143.8,12.2,33.85,8.31,13.258,2.8,6/2/21 21:51
6/2/21,21:56:20,0,Deployment Site,8.29,30.86,40058,2.253,144.5,12.25,33.85,8.31,13.326,2.74,6/2/21 21:56
6/2/21,22:01:20,0,Deployment Site,10.17,38.36,39853.2,2.255,141.7,12.07,33.85,8.29,13.105,2.73,6/2/21 22:01
6/2/21,22:06:20,0,Deployment Site,8.7,32.48,40043.5,2.254,144.6,12.26,33.85,8.31,13.308,2.72,6/2/21 22:06
6/2/21,22:11:20,0,Deployment Site,7.65,28.27,40049.8,2.254,145.1,12.3,33.85,8.31,13.313,2.71,6/2/21 22:11
6/2/21,22:16:20,0,Deployment Site,25.66,100.31,40074.2,2.258,145.9,12.36,33.85,8.31,13.343,2.71,6/2/21 22:16
6/2/21,22:21:20,0,Deployment Site,16.19,62.45,40119.4,2.259,146.7,12.42,33.85,8.32,13.382,2.69,6/2/21 22:21
6/2/21,22:26:20,0,Deployment Site,6.19,22.46,39839.7,2.261,141,12.02,33.86,8.28,13.076,2.69,6/2/21 22:26
6/2/21,22:31:20,0,Deployment Site,3.8,12.88,39867.1,2.265,141.3,12.03,33.87,8.29,13.1,2.68,6/2/21 22:31
6/2/21,22:36:20,0,Deployment Site,6.74,24.66,39819,2.264,139.8,11.92,33.86,8.28,13.052,2.67,6/2/21 22:36
6/2/21,22:41:20,0,Deployment Site,9.11,34.13,39820,2.267,139.8,11.92,33.87,8.27,13.05,2.67,6/2/21 22:41
6/2/21,22:46:20,0,Deployment Site,8.45,31.5,39821.2,2.266,139.4,11.88,33.87,8.28,13.053,2.7,6/2/21 22:46
6/2/21,22:51:20,0,Deployment Site,9.87,37.16,39806.5,2.27,139.1,11.86,33.86,8.27,13.044,2.67,6/2/21 22:51
6/2/21,22:56:20,0,Deployment Site,9.21,34.53,39830.1,2.271,139.8,11.91,33.86,8.28,13.067,2.67,6/2/21 22:56
6/2/21,23:01:20,0,Deployment Site,10.23,38.63,39832.4,2.273,139.4,11.87,33.87,8.28,13.065,2.66,6/2/21 23:01
6/2/21,23:06:20,0,Deployment Site,13.76,52.72,39915.3,2.275,141.7,12.05,33.87,8.29,13.146,2.66,6/2/21 23:06
6/2/21,23:11:20,0,Deployment Site,9.21,34.54,39872.7,2.276,140.4,11.95,33.87,8.28,13.104,2.65,6/2/21 23:11
6/2/21,23:16:20,0,Deployment Site,11.19,42.45,39860.1,2.277,140,11.93,33.87,8.28,13.087,2.65,6/2/21 23:16
6/2/21,23:21:20,0,Deployment Site,12.61,48.11,39808,2.276,138.8,11.83,33.87,8.27,13.031,2.64,6/2/21 23:21
6/2/21,23:26:20,0,Deployment Site,22.42,87.38,39832.7,2.277,139.2,11.86,33.87,8.28,13.057,2.64,6/2/21 23:26
6/2/21,23:31:20,0,Deployment Site,9.12,34.16,39848.3,2.277,139.9,11.92,33.88,8.28,13.068,2.65,6/2/21 23:31
6/2/21,23:36:20,0,Deployment Site,8.47,31.56,39816,2.277,138.7,11.82,33.87,8.27,13.047,2.68,6/2/21 23:36
6/2/21,23:41:20,0,Deployment Site,9.61,36.12,39830.8,2.278,138.8,11.83,33.88,8.28,13.052,2.69,6/2/21 23:41
6/2/21,23:46:20,0,Deployment Site,15.27,58.77,39987.8,2.278,141.9,12.05,33.88,8.29,13.216,2.65,6/2/21 23:46
6/2/21,23:51:20,0,Deployment Site,10.51,39.72,39825.6,2.278,138.4,11.79,33.87,8.27,13.058,2.64,6/2/21 23:51
6/2/21,23:56:20,0,Deployment Site,6.88,25.23,39812,2.279,137.6,11.73,33.87,8.27,13.041,2.63,6/2/21 23:56
6/3/21,0:01:20,0,Deployment Site,13.24,50.65,39821.7,2.28,137.7,11.73,33.87,8.26,13.048,2.63,6/3/21 0:01
6/3/21,0:06:20,0,Deployment Site,14.45,55.48,39802.4,2.28,138,11.76,33.86,8.27,13.042,2.62,6/3/21 0:06
6/3/21,0:16:20,0,Deployment Site,16.34,63.04,39799.4,2.283,138.1,11.77,33.87,8.27,13.025,2.65,6/3/21 0:16
6/3/21,0:21:20,0,Deployment Site,13.48,51.59,39797.5,2.283,137.2,11.7,33.86,8.27,13.031,2.65,6/3/21 0:21
6/3/21,0:26:20,0,Deployment Site,15.55,59.89,39784.1,2.283,136.9,11.68,33.87,8.27,13.01,2.67,6/3/21 0:26
6/3/21,0:31:20,0,Deployment Site,11.9,45.3,39748,2.281,136.1,11.62,33.87,8.26,12.975,2.66,6/3/21 0:31
6/3/21,0:36:20,0,Deployment Site,10.81,40.93,39763.8,2.281,136.3,11.63,33.86,8.26,12.997,2.67,6/3/21 0:36
6/3/21,0:41:20,0,Deployment Site,7.25,26.69,39734.3,2.283,135.7,11.59,33.85,8.26,12.976,2.67,6/3/21 0:41
6/3/21,0:46:20,0,Deployment Site,6.76,24.74,39800.6,2.284,137.4,11.71,33.85,8.26,13.05,2.68,6/3/21 0:46
6/3/21,0:51:20,0,Deployment Site,8.99,33.66,39819.9,2.284,137.9,11.75,33.85,8.27,13.066,2.67,6/3/21 0:51
6/3/21,0:56:20,0,Deployment Site,19.04,73.83,39814.5,2.281,138.1,11.77,33.86,8.27,13.057,2.64,6/3/21 0:56
6/3/21,1:01:20,0,Deployment Site,9.81,36.93,39867.4,2.286,138.8,11.81,33.84,8.27,13.125,2.66,6/3/21 1:01
6/3/21,1:11:20,0,Deployment Site,12.1,46.09,39878.1,2.286,139.6,11.87,33.85,8.27,13.134,2.61,6/3/21 1:11
6/3/21,1:16:20,0,Deployment Site,6.06,21.93,39879.5,2.285,139.3,11.85,33.85,8.27,13.129,2.61,6/3/21 1:16
6/3/21,2:01:20,0,Deployment Site,6.49,23.66,39893.4,2.281,140.2,11.93,33.85,8.28,13.142,2.59,6/3/21 2:01
6/3/21,2:06:20,0,Deployment Site,12.72,48.56,39887.3,2.281,139.7,11.89,33.85,8.28,13.135,2.61,6/3/21 2:06
6/3/21,2:51:20,0,Deployment Site,6.61,24.12,40138.2,2.272,142.3,12.04,33.84,8.3,13.413,2.62,6/3/21 2:51
6/3/21,2:56:20,0,Deployment Site,18.33,71,40109.6,2.271,142.2,12.04,33.85,8.3,13.376,2.64,6/3/21 2:56
6/3/21,3:01:20,0,Deployment Site,6.05,21.91,40158.8,2.271,142.9,12.09,33.85,8.32,13.426,2.64,6/3/21 3:01
6/3/21,3:06:20,0,Deployment Site,11.64,44.26,40226.5,2.268,143.7,12.14,33.86,8.32,13.494,2.64,6/3/21 3:06
6/3/21,3:11:20,0,Deployment Site,4.83,17.03,40262.6,2.266,142.8,12.05,33.85,8.32,13.538,2.63,6/3/21 3:11
6/3/21,3:16:20,0,Deployment Site,11.94,45.46,40229.9,2.265,143.3,12.1,33.85,8.32,13.508,2.64,6/3/21 3:16
6/3/21,3:21:20,0,Deployment Site,3.93,13.4,40219.4,2.26,143.1,12.09,33.85,8.32,13.494,2.65,6/3/21 3:21
6/3/21,3:26:20,0,Deployment Site,9.22,34.58,40168.2,2.262,140.3,11.86,33.84,8.29,13.45,2.64,6/3/21 3:26
6/3/21,3:31:20,0,Deployment Site,6.79,24.85,40028.1,2.262,140.8,11.94,33.85,8.28,13.293,2.65,6/3/21 3:31
6/3/21,3:36:20,0,Deployment Site,10.69,40.44,40031.5,2.264,140.7,11.93,33.84,8.28,13.3,2.59,6/3/21 3:36
6/3/21,3:41:20,0,Deployment Site,15.33,59.02,39992.3,2.261,140.4,11.92,33.85,8.28,13.247,2.63,6/3/21 3:41
6/3/21,3:46:20,0,Deployment Site,11.3,42.88,40117,2.261,141.9,12.01,33.84,8.29,13.401,2.6,6/3/21 3:46
6/3/21,3:51:20,0,Deployment Site,7.4,27.3,40140,2.26,142.7,12.07,33.84,8.29,13.415,2.59,6/3/21 3:51
6/3/21,3:56:20,0,Deployment Site,8.31,30.91,39970.2,2.26,140.5,11.94,33.85,8.28,13.226,2.58,6/3/21 3:56
6/3/21,4:01:20,0,Deployment Site,12.26,46.73,39992.1,2.261,140.8,11.95,33.85,8.28,13.251,2.56,6/3/21 4:01
6/3/21,4:06:20,0,Deployment Site,9.65,36.27,40055.5,2.262,141.8,12.02,33.84,8.29,13.325,2.58,6/3/21 4:06
6/3/21,4:11:20,0,Deployment Site,7.25,26.69,39963.3,2.262,140.4,11.93,33.84,8.28,13.227,2.6,6/3/21 4:11
6/3/21,4:16:20,0,Deployment Site,14.16,54.33,39916.1,2.261,139.3,11.84,33.85,8.28,13.166,2.58,6/3/21 4:16
6/3/21,4:21:20,0,Deployment Site,12.44,47.45,39972.6,2.261,140.3,11.92,33.86,8.28,13.225,2.55,6/3/21 4:21
6/3/21,4:26:20,0,Deployment Site,14.22,54.56,40046.1,2.259,141.5,12,33.85,8.29,13.314,2.55,6/3/21 4:26
6/3/21,4:31:20,0,Deployment Site,13.88,53.22,40228.3,2.258,143.8,12.14,33.84,8.3,13.512,2.55,6/3/21 4:31
6/3/21,4:36:20,0,Deployment Site,8.17,30.38,40144.5,2.257,143,12.1,33.84,8.3,13.419,2.54,6/3/21 4:36
6/3/21,4:41:20,0,Deployment Site,12.06,45.92,40099.3,2.256,142.4,12.06,33.84,8.29,13.374,2.54,6/3/21 4:41
6/3/21,4:46:20,0,Deployment Site,15.74,60.66,40118.4,2.256,142.7,12.08,33.84,8.29,13.393,2.53,6/3/21 4:46
6/3/21,4:51:20,0,Deployment Site,12.36,47.13,40096.5,2.255,142.3,12.05,33.85,8.29,13.366,2.52,6/3/21 4:51
6/3/21,4:56:20,0,Deployment Site,7.66,28.33,39984,2.254,140.5,11.93,33.85,8.28,13.241,2.53,6/3/21 4:56
6/3/21,5:01:20,0,Deployment Site,5.8,20.89,40030.2,2.254,141.3,11.98,33.85,8.29,13.289,2.52,6/3/21 5:01
6/3/21,5:06:20,0,Deployment Site,14.12,54.19,39968.8,2.254,140.4,11.92,33.85,8.28,13.228,2.51,6/3/21 5:06
6/3/21,5:11:20,0,Deployment Site,10.36,39.12,39950.3,2.255,139.5,11.85,33.86,8.27,13.195,2.51,6/3/21 5:11
6/3/21,5:16:20,0,Deployment Site,12.67,48.38,39953.3,2.257,139.6,11.86,33.86,8.28,13.202,2.51,6/3/21 5:16
6/3/21,5:41:20,0,Deployment Site,9.24,34.67,40177.6,2.254,141.7,11.98,33.85,8.3,13.452,2.49,6/3/21 5:41
6/3/21,5:46:20,0,Deployment Site,11.81,44.93,40204.4,2.255,142.2,12.02,33.84,8.31,13.485,2.53,6/3/21 5:46
6/3/21,5:51:20,0,Deployment Site,11,41.68,40274.6,2.254,141.6,11.95,33.84,8.31,13.56,2.53,6/3/21 5:51
6/3/21,5:56:20,0,Deployment Site,8.33,31,40249.8,2.253,142.5,12.03,33.85,8.31,13.52,2.55,6/3/21 5:56
6/3/21,6:01:20,0,Deployment Site,6.93,25.41,40159,2.254,142.5,12.05,33.85,8.31,13.428,2.54,6/3/21 6:01
6/3/21,6:06:20,0,Deployment Site,14.58,56.01,40117.7,2.252,141.8,12,33.86,8.3,13.369,2.55,6/3/21 6:06
6/3/21,6:11:20,0,Deployment Site,10.62,40.16,39939,2.254,138.8,11.79,33.85,8.28,13.195,2.56,6/3/21 6:11
6/3/21,6:16:20,0,Deployment Site,10.77,40.76,39976.4,2.253,139,11.8,33.85,8.28,13.231,2.55,6/3/21 6:16
6/3/21,6:21:20,0,Deployment Site,9.95,37.49,40012.3,2.255,139.9,11.87,33.87,8.28,13.252,2.57,6/3/21 6:21
6/3/21,6:26:20,0,Deployment Site,5.69,20.45,40281.4,2.256,140.3,11.84,33.86,8.3,13.546,2.55,6/3/21 6:26
6/3/21,6:31:20,0,Deployment Site,5.52,19.76,40336.1,2.254,139.9,11.79,33.86,8.3,13.609,2.57,6/3/21 6:31
6/3/21,6:36:20,0,Deployment Site,7.17,26.36,40346.8,2.255,139.1,11.72,33.86,8.3,13.616,2.57,6/3/21 6:36
6/3/21,6:41:20,0,Deployment Site,6.96,25.55,40443.1,2.253,137,11.51,33.86,8.3,13.717,2.56,6/3/21 6:41
6/3/21,6:46:20,0,Deployment Site,5.25,18.69,40442.8,2.253,137.5,11.56,33.85,8.31,13.728,2.57,6/3/21 6:46
6/3/21,6:51:20,0,Deployment Site,3.96,13.54,40383.2,2.254,136.3,11.47,33.85,8.3,13.669,2.56,6/3/21 6:51
6/3/21,6:56:20,0,Deployment Site,5.96,21.52,40353.5,2.253,136.2,11.47,33.86,8.3,13.629,2.57,6/3/21 6:56
6/3/21,7:01:20,0,Deployment Site,11.47,43.56,40228.4,2.257,136.3,11.51,33.85,8.3,13.5,2.58,6/3/21 7:01
6/3/21,7:06:20,0,Deployment Site,8.73,32.6,40172,2.255,135.5,11.46,33.85,8.3,13.439,2.57,6/3/21 7:06
6/3/21,7:11:20,0,Deployment Site,6.49,23.63,40142.9,2.256,135.2,11.44,33.86,8.3,13.404,2.57,6/3/21 7:11
6/3/21,7:16:20,0,Deployment Site,5.5,19.69,40117.9,2.256,135.6,11.48,33.85,8.29,13.384,2.57,6/3/21 7:16
6/3/21,7:21:20,0,Deployment Site,11.96,45.51,40062.6,2.257,135.8,11.51,33.86,8.29,13.316,2.57,6/3/21 7:21
6/3/21,7:26:20,0,Deployment Site,8.06,29.93,40056.9,2.257,135.7,11.5,33.85,8.29,13.316,2.58,6/3/21 7:26
6/3/21,7:31:20,0,Deployment Site,13.64,52.23,39989.6,2.259,135,11.46,33.86,8.29,13.238,2.57,6/3/21 7:31
6/3/21,7:36:20,0,Deployment Site,6.62,24.15,39986.1,2.26,135.3,11.49,33.86,8.29,13.235,2.59,6/3/21 7:36
6/3/21,7:41:20,0,Deployment Site,7.82,28.96,40016.4,2.259,137.3,11.65,33.86,8.29,13.27,2.57,6/3/21 7:41
6/3/21,7:46:20,0,Deployment Site,9.6,36.1,40022.3,2.257,136.2,11.56,33.85,8.29,13.28,2.58,6/3/21 7:46
6/3/21,7:51:20,0,Deployment Site,8.61,32.11,40066.4,2.259,138.2,11.72,33.85,8.3,13.325,2.59,6/3/21 7:51
6/3/21,7:56:20,0,Deployment Site,8.81,32.91,39952.4,2.256,136.3,11.58,33.86,8.28,13.194,2.59,6/3/21 7:56
6/3/21,8:01:20,0,Deployment Site,7.42,27.37,39922.9,2.257,135.9,11.55,33.85,8.28,13.177,2.58,6/3/21 8:01
6/3/21,8:06:20,0,Deployment Site,7.35,27.07,39961.6,2.261,136.1,11.57,33.86,8.29,13.209,2.58,6/3/21 8:06
6/3/21,8:11:20,0,Deployment Site,6.49,23.65,39791.3,2.256,133.9,11.42,33.86,8.27,13.026,2.58,6/3/21 8:11
6/3/21,8:16:20,0,Deployment Site,18.2,70.48,39807.4,2.259,134.6,11.47,33.87,8.27,13.039,2.59,6/3/21 8:16
6/3/21,8:21:20,0,Deployment Site,6.92,25.36,39843.9,2.258,133.8,11.4,33.85,8.27,13.093,2.58,6/3/21 8:21
6/3/21,8:26:20,0,Deployment Site,8.94,33.45,39866.1,2.26,135,11.49,33.85,8.28,13.117,2.58,6/3/21 8:26
6/3/21,8:31:20,0,Deployment Site,10.58,40.02,39882.9,2.261,135.6,11.54,33.85,8.28,13.135,2.58,6/3/21 8:31
6/3/21,8:36:20,0,Deployment Site,6.81,24.92,39891.6,2.257,136,11.57,33.84,8.28,13.153,2.58,6/3/21 8:36
6/3/21,8:41:20,0,Deployment Site,13.96,53.54,39900.6,2.261,136.3,11.59,33.86,8.28,13.146,2.59,6/3/21 8:41
6/3/21,8:46:20,0,Deployment Site,3.42,11.36,39918.5,2.261,136.6,11.62,33.85,8.28,13.175,2.58,6/3/21 8:46
6/3/21,8:51:20,0,Deployment Site,7.95,29.48,39924,2.261,136.7,11.62,33.85,8.28,13.181,2.59,6/3/21 8:51
6/3/21,8:56:20,0,Deployment Site,9.33,35.02,39898.9,2.261,136.7,11.62,33.85,8.28,13.156,2.59,6/3/21 8:56
6/3/21,9:01:20,0,Deployment Site,16.32,62.96,39820.8,2.261,135.3,11.53,33.86,8.28,13.057,2.6,6/3/21 9:01
6/3/21,9:06:20,0,Deployment Site,11.84,45.05,39815.7,2.261,137.4,11.71,33.86,8.28,13.056,2.59,6/3/21 9:06
6/3/21,9:11:20,0,Deployment Site,7.2,26.5,39822.7,2.259,136.7,11.65,33.87,8.28,13.051,2.58,6/3/21 9:11
6/3/21,9:16:20,0,Deployment Site,6.33,23.01,39837.6,2.262,137.6,11.72,33.85,8.28,13.083,2.59,6/3/21 9:16
6/3/21,9:21:20,0,Deployment Site,11.4,43.27,39894,2.262,139.5,11.86,33.85,8.29,13.147,2.58,6/3/21 9:21
6/3/21,9:26:20,0,Deployment Site,8.51,31.72,39920.7,2.262,139.4,11.85,33.85,8.29,13.176,2.59,6/3/21 9:26
6/3/21,9:31:20,0,Deployment Site,11.55,43.89,39929.1,2.263,139.2,11.83,33.85,8.29,13.184,2.61,6/3/21 9:31
6/3/21,9:36:20,0,Deployment Site,6.54,23.87,40035.5,2.26,143,12.13,33.85,8.31,13.294,2.58,6/3/21 9:36
6/3/21,9:41:20,0,Deployment Site,7.18,26.41,40141.2,2.263,144.9,12.26,33.84,8.33,13.419,2.59,6/3/21 9:41
6/3/21,9:46:20,0,Deployment Site,7.69,28.45,40116.1,2.265,144.4,12.23,33.86,8.32,13.374,2.58,6/3/21 9:46
6/3/21,9:51:20,0,Deployment Site,7.27,26.76,40032.4,2.263,143.6,12.17,33.85,8.31,13.299,2.59,6/3/21 9:51
6/3/21,9:56:20,0,Deployment Site,12.47,47.57,40062.2,2.263,144.2,12.22,33.85,8.32,13.321,2.6,6/3/21 9:56
6/3/21,10:01:20,0,Deployment Site,11.33,43,40182.7,2.266,146.9,12.42,33.85,8.33,13.451,2.59,6/3/21 10:01
6/3/21,10:06:20,0,Deployment Site,5.29,18.84,40141.8,2.267,147,12.44,33.85,8.33,13.411,2.6,6/3/21 10:06
6/3/21,10:11:20,0,Deployment Site,8.51,31.73,40177.5,2.267,147.1,12.44,33.85,8.33,13.445,2.58,6/3/21 10:11
6/3/21,10:16:20,0,Deployment Site,8.43,31.4,40015.4,2.267,145.2,12.32,33.86,8.32,13.269,2.59,6/3/21 10:16
6/3/21,10:21:20,0,Deployment Site,13.01,49.74,39980.2,2.267,144.4,12.27,33.86,8.31,13.229,2.6,6/3/21 10:21
6/3/21,10:26:20,0,Deployment Site,8.22,30.58,40088.8,2.267,146,12.37,33.85,8.33,13.355,2.59,6/3/21 10:26
6/3/21,10:31:20,0,Deployment Site,11.62,44.17,40004.3,2.266,145.7,12.36,33.85,8.32,13.264,2.61,6/3/21 10:31
6/3/21,10:36:20,0,Deployment Site,6.78,24.79,40084.6,2.267,145.8,12.36,33.87,8.33,13.326,2.59,6/3/21 10:36
6/3/21,10:41:20,0,Deployment Site,8.12,30.17,40183.4,2.266,145.3,12.28,33.86,8.33,13.442,2.59,6/3/21 10:41
6/3/21,10:46:20,0,Deployment Site,6.75,24.68,40170,2.267,145.6,12.31,33.86,8.33,13.435,2.6,6/3/21 10:46
6/3/21,10:51:20,0,Deployment Site,16.81,64.92,40025.9,2.267,146.9,12.46,33.86,8.33,13.277,2.59,6/3/21 10:51
6/3/21,10:56:20,0,Deployment Site,10.55,39.88,39898.4,2.264,143.3,12.19,33.86,8.31,13.14,2.6,6/3/21 10:56
6/3/21,11:01:20,0,Deployment Site,8.85,33.1,39943,2.266,145.9,12.4,33.85,8.32,13.196,2.59,6/3/21 11:01
6/3/21,11:06:20,0,Deployment Site,7.46,27.52,39923,2.269,145.6,12.38,33.86,8.32,13.171,2.59,6/3/21 11:06
6/3/21,11:11:20,0,Deployment Site,8.81,32.93,39926.1,2.265,145.8,12.39,33.86,8.32,13.168,2.6,6/3/21 11:11
6/3/21,11:16:20,0,Deployment Site,11.16,42.32,39915,2.265,144.5,12.28,33.85,8.32,13.17,2.59,6/3/21 11:16
